"","id","nome","rua","bairro","atividade","datum","utm_e","utm_n","ano","classif","reutiliza","etapa_gere","etapa_ge_1","fonte_cont","meios_impa","contaminan","med_emerge","med_instit","med_remedi","med_engenh","data_inser","usuario"
"437",88,"CARREFOUR COMÉRCIO E INDUSTRIA LTDA","RODOVIA DOM PEDRO I S/N KM 128","ANHUMAS - CAMPINAS","Posto de Combustível","SAD69",291909.25,7471590.36,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,"uso de solo#comunicada#|uso água subterrânea#comunicada#","atenuação natural monitorada",NA,"2013/11/26 15:25:38.017","1008188"
"438",112,"COMERCIO DE COMBUSTIVEIS MORAES SALES LTDA","AV. DOUTOR MORAES SALES 1404","CENTRO - CAMPINAS","Posto de Combustível","WGS84",289610.98,7465488.65,"2014","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs",NA,"uso água subterrânea#proposta#|uso água subterrânea#implantada#","sem medida de remediação",NA,"2013/11/26 15:38:31.793","1008188"
"439",113,"COMPANHIA MECANICA AUXILIAR","RUA DOS AIMORÉS - LOTES 18, 18D, 18F S/N  QD 6868","JARDIM SANTA GENEBRA - CAMPINAS","Comércio","WGS84",287344.36,7471311.63,"2014","Reabilitada para o uso declarado","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|monitoramento para encerramento","armazenagem","águas subterrâneas#dentro#","PAHs",NA,"uso água subterrânea#proposta#","sem medida de remediação",NA,"2013/11/26 15:44:05.367","1008188"
"440",49,"JARDIM NOVA EUROPA EMPREENDIMENTOS IMOBILIARIOS LTDA","RUA MAESTRO JAIME LOPES DINIZ 16","JARDIM NOVA EUROPA - CAMPINAS","Posto de Combustível","WGS84",288996.65,7461455.79,"2014","Em processo de remediação","S","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|PAHs|existência de fase livre|TPH",NA,"uso água subterrânea#proposta#","bombeamento e tratamento",NA,"2013/11/26 16:22:10.625","1008188"
"441",128,"NELSON ZUFFO","RUA DOUTOR ARMANDO SALES DE OLIVEIRA 731","TAQUARAL - CAMPINAS","Posto de Combustível","Sirgas",289476.1,7468132.3,"2014","Contaminada com risco confirmado","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","solventes aromáticos",NA,NA,NA,NA,"2014/01/09 15:33:23.533","1008188"
"442",55,"POSTO BRASIL 2000 LTDA","AVENIDA BRASIL 1980","VILA NOVA - CAMPINAS","Posto de Combustível","WGS84",287359.15,7468207.28,"2014","Contaminada sob investigação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,NA,"extração multifásica",NA,"2013/11/26 16:49:16.415","1008188"
"443",62,"POSTO MINGATTO LTDA","RUA ISABELITA VIEIRA 98","SOUSAS - CAMPINAS","Posto de Combustível","SAD69",298259.13,7468659.31,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento ambiental",NA,"extração de vapores do solo (SVE)",NA,"2013/11/26 17:05:42.902","1008188"
"444",63,"POSTO POLEZEL LTDA","RUA PAULA BUENO 25","JARDIM GUANABARA - CAMPINAS","Posto de Combustível","SAD69",288940.73,7467319.61,"2014","Em processo de remediação","N","investigação confirmatória|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre","remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#comunicada#","bombeamento e tratamento|extração de vapores do solo (SVE)|oxidação/redução química",NA,"2013/11/26 17:07:41.667","1008188"
"445",65,"POSTO R R CAMPINAS LTDA","AV. RUY RODRIGUES 640","NOVO CAMPO BELO - CAMPINAS","Posto de Combustível","SAD69",284068.49,7462039.13,"2014","Contaminada com risco confirmado","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","fechamento/interdição de poços de abastecimento","uso de solo#comunicada#|uso água subterrânea#comunicada#",NA,NA,"2013/11/26 17:09:06.712","1008188"
"446",66,"SUPER AUTO POSTO RODEIO LTDA","RUA MAJOR SOLON 1020","CAMBUI - CAMPINAS","Posto de Combustível","WGS84",288947.33,7467192.81,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre","monitoramento ambiental|fechamento/interdição de poços de abastecimento","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração multifásica",NA,"2013/11/28 15:21:46.188","1008188"
"447",71,"CAMPEÃO 80 POSTO DE SERVIÇOS LTDA","RODOVIA DOS BANDEIRANTES KM 80,5","JARDIM NOVA AMERICA - CAMPINAS","Posto de Combustível","WGS84",288107.7,7450525.91,"2014","Contaminada com risco confirmado","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre","monitoramento ambiental",NA,NA,NA,"2013/11/26 15:23:49.888","1008188"
"448",76,"ITOIL INDUSTRIA DE TRATAMENTO DE ÓLEOS ISOLANTS LTDA","RODOVIA CAMPINAS/ MOGI MIRIM 0 KM 126","BOCAIUVA - CAMPINAS","Resíduo","SAD69",291988.36,7484041.14,"2014","Em processo de remediação","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","descarte disposição","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","metais|PAHs|PCBs|existência de fase livre|existência de POPs",NA,NA,"remoção de solo/resíduo|recuperação fase livre",NA,"2013/11/26 16:17:57.908","1008188"
"449",78,"POSTO AVENIDA PARQUE LTDA","AV. DOUTOR JESUINO MARCONDES MACHADO 1125","JARDIM DO PLANALTO - CAMPINAS","Posto de Combustível","WGS84",290442.58,7466459.48,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","monitoramento ambiental","uso água subterrânea#comunicada#","bombeamento e tratamento",NA,"2013/11/26 16:44:01.291","1008188"
"450",64,"POSTO RODOVIARIA CAMPINAS LTDA","AV. BARÃO DE ITAPURA 320","BOTAFOGO - CAMPINAS","Posto de Combustível","WGS84",287614.84,7466029.77,"2014","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs",NA,"uso água subterrânea#comunicada#",NA,NA,"2013/11/28 14:47:49.821","1008188"
"451",67,"POSTO SÃO GENARO LTDA","AV. ALBERTO  SARMENTO 21","JARDIM CHAPADÃO - CAMPINAS","Posto de Combustível","SAD69",286456.13,7466046.92,"2014","Contaminada com risco confirmado","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|infiltração","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#",NA,NA,"2013/11/28 14:49:36.548","1008188"
"452",92,"ROBERT BOSH LTDA. - DIVISÃO BOSH FREIOS","RUA JOÃO FELIPE XAVIER DA SILVA 384","SÃO BERNARDO - CAMPINAS","Indústria","WGS84",286827.28,7463022.53,"2014","Contaminada sob investigação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","armazenagem|produção|tratamento de efluentes","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","metais|solventes halogenados|metano/outros vapores/gases|outros",NA,NA,NA,NA,"2013/11/28 15:05:13.350","1008188"
"453",9,"AUTO POSTO VIRACOPOS DE CAMPINAS LTDA","AEROPORTO VIRACOPOS 0","AEROPORTO - CAMPINAS","Posto de Combustível","WGS84",280394,7453889,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,NA,"bombeamento e tratamento",NA,"2013/11/26 15:10:43.437","1008188"
"454",93,"SERVCAR AUTO POSTO LTDA","RUA MOGI MIRIM 371","CAMPO ELISEOS - CAMPINAS","Posto de Combustível","SAD69",284892.1,7462010.31,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração de vapores do solo (SVE)|recuperação fase livre",NA,"2013/11/28 15:10:54.387","1008188"
"455",138,"SHELL BRASIL LTDA","AEROPORTO INTERNACIONAL DE VIRACOPOS S/N","VIRACOPOS - CAMPINAS","Posto de Combustível","WGS84",280240.24,7453057.27,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|metais|solventes aromáticos|PAHs|existência de fase livre|TPH","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração multifásica",NA,"2013/11/28 15:15:11.623","1008188"
"456",68,"VIAÇÃO CAPRIOLI LTDA","AV. GOVERNADOR PEDRO DE TOLEDO 869","BONFIM - CAMPINAS","Comércio","WGS84",286677.24,7465878.49,"2014","Contaminada sob investigação","N",NA,"investigação confirmatória","armazenagem|desconhecida","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,NA,NA,NA,"2013/11/28 15:31:06.570","1008188"
"457",69,"VIAÇÃO COMETA S/A","RUA DOS AIMORÉS 215","VILA COSTA E SILVA - CAMPINAS","Posto de Combustível","WGS84",287408.52,7471226.71,"2014","Contaminada com risco confirmado","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem|manutenção","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#",NA,NA,"2013/11/28 15:32:46.912","1008188"
"458",73,"AUTO POSTO GLOBAL DE CAMPINAS LTDA","RUA MARQUES DE VALENÇA 20","JARDIM SANTA GENEBRA - CAMPINAS","Posto de Combustível","SAD69",287711.28,7472230.01,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração multifásica",NA,"2013/11/26 14:25:15.336","1008188"
"459",85,"AUTO POSTO MUG LTDA","AV. FRANCISCO DE ANGELIS 1171","VILA JOAQUIM INACIO - CAMPINAS","Posto de Combustível","WGS84",290560.08,7462699.7,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|produção","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|ar#fora#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento ambiental",NA,"bombeamento e tratamento",NA,"2013/11/26 14:42:18.899","1008188"
"460",87,"BASALTO PEDREIRA E PAVIMENTAÇÃO LTDA","RODOVIA CAMPINAS - MONTE MOR 2500","PARQUE  SANTA BÁRBARA - CAMPINAS","Posto de Combustível","SAD69",281435.74,7466446.9,"2014","Contaminada sob investigação","S",NA,"investigação confirmatória|investigação detalhada","armazenagem","solo superficial#dentro#|águas subterrâneas#dentro#","solventes aromáticos halogenados",NA,"uso água subterrânea#comunicada#",NA,NA,"2013/11/26 15:14:43.193","1008188"
"461",142,"COMANDO DA 11ª BRIGADA DE INFANTARIA LEVE","AVENIDA SOLDADO PASSARINHO S/Nº","FAZENDA MILITAR D","Posto de Combustível","WGS84",282263,7469561,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","solventes aromáticos|TPH",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","atenuação natural monitorada",NA,"2014/08/28 09:11:49.436","1261649"
"462",141,"GALVATEC COMERCIAL E TRATAMENTO DE SUPERFÍCIES LTDA","RUA ELTON CESAR, 851","CAMPO DOS AMARAIS","Indústria","WGS84",284290,7471272,"2014","Contaminada sob investigação","N",NA,"investigação confirmatória","armazenagem|produção|emissões atmosféricas","águas subterrâneas#dentro#","metais",NA,NA,NA,NA,"2014/07/08 10:39:17.443","1261649"
"463",90,"POSTO JARDIM DO TREVO LTDA","AV. BENEDICTO DE CAMPOS 193","JARDIM DO TREVO - CAMPINAS","Posto de Combustível","WGS84",287678.95,7462786.11,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs","monitoramento do índice de explosividade|monitoramento ambiental","uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração de vapores do solo (SVE)|extração multifásica",NA,"2013/11/26 16:58:16.556","1008188"
"464",143,"POSTO TEXAS R R DE CAMPINAS LTDA","AV. RUY RODRIGUES 2734","JD SANTA LUCIA","Posto de Combustível","WGS84",283247,7460155,"2014","Em processo de remediação","N","investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração multifásica",NA,"2014/07/08 10:38:19.115","1261649"
"465",91,"POSTO WASHINGTON LUIZ LTDA","AV. WASHIGTON LUIZ 1032","JARDIM LEONOR - CAMPINAS","Posto de Combustível","WGS84",289100.81,7463250.69,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","solventes aromáticos","ventilação/exaustão de espaços confinados|monitoramento do índice de explosividade|monitoramento ambiental",NA,"extração multifásica",NA,"2013/11/28 14:55:00.422","1008188"
"466",144,"QUEIROZ GALVÃO PAULISTA 14 DESENVOLVIMENTO IMOB. LTDA","R AUGUSTO EMÍLIO ZALUAR 57","JD CHAPADÃO","Comércio","WGS84",285554.49,7466160.01,"2014","Contaminada sob investigação","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","produção|manutenção","águas subterrâneas#dentro#","metais|TPH",NA,"uso água subterrânea#proposta#","bombeamento e tratamento",NA,"2014/07/08 10:39:10.486","1261649"
"467",80,"UNICAMP - UNIVERSIDADE ESTADUAL DE CAMPINAS - CGU","RUA DA REITORIA S/N","BARÃO GERALDO - CAMPINAS","Resíduo","SAD69",287954.16,7474494.98,"2014","Em processo de remediação","N",NA,"investigação confirmatória|investigação detalhada","armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|PAHs",NA,"uso de solo#proposta#|uso água subterrânea#proposta#|trabalhadores de obras#proposta#","remoção de solo/resíduo",NA,"2013/11/28 15:25:58.117","1008188"
"468",3,"ASHLAND RESINAS LTDA","RODOVIA ANHANGUERA KM 103 S/N","NOVA APARECIDA - CAMPINAS","Indústria","SAD69",280481,7470334,"2014","Em processo de monitoramento para encerramento","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|remediação com monitoramento da eficiência e eficácia","descarte disposição|produção|tratamento de efluentes","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","metais|solventes halogenados|solventes aromáticos|outros","monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#proposta#","bombeamento e tratamento|remoção de solo/resíduo",NA,"2013/11/25 16:41:30.702","1008188"
"469",104,"AUTO POSTO APPALOOSA LTDA","AV. ANTON ZUBEN 2593","DARDIM DAS BANDEIRAS - CAMPINAS","Posto de Combustível","WGS84",285602.07,7460473.52,"2014","Contaminada com risco confirmado","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,"uso água subterrânea#comunicada#",NA,NA,"2013/11/25 16:45:17.266","1008188"
"470",106,"AUTO POSTO BARÃO DE ITAPURA LTDA","AV. BARÃO DE ITAPURA","BOTAFOGO - CAMPINAS","Posto de Combustível","SAD69",287829.09,7466355.79,"2014","Reabilitada para o uso declarado","S","investigação confirmatória|monitoramento para encerramento",NA,"armazenagem","solo superficial#dentro#|águas subterrâneas#dentro#","combustíveis líquidos",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","sem medida de remediação",NA,"2013/11/25 16:48:35.789","1008188"
"471",72,"AUTO POSTO CAMPO AMARAIS LTDA","RUA SYLVIA DA SILVA BRAGA 120","JARDIM SÃO MARCOS - CAMPINAS","Posto de Combustível","WGS84",283449.02,7470951.35,"2014","Reabilitada para o uso declarado","N","investigação confirmatória|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos","monitoramento ambiental","uso água subterrânea#comunicada#","sem medida de remediação",NA,"2013/11/25 16:52:46.818","1008188"
"472",107,"AUTO POSTO BARBIERI DE BARÃO GERALDO LTDA","AV. ALBINO JOSÉ DE OLIVEIRA 1007","CIDADE UNIVERSITARIA -  CAMPINAS","Posto de Combustível","WGS84",286641.05,7473782.28,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre","monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)",NA,"recuperação fase livre",NA,"2013/11/25 16:50:47.781","1008188"
"473",41,"AUTO POSTO CHACARA DO VOVÔ LTDA","RUA PADRE GASPAR BERTONI 20","JARDIM INTERLAGOS - CAMPINAS","Posto de Combustível","WGS84",284755.6,7466137.54,"2014","Contaminada com risco confirmado","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,NA,NA,NA,"2013/11/25 16:57:43.126","1008188"
"474",99,"AUTO POSTO LE LTDA","RUA PAULA BUENO 850","TAQUARAL - CAMPINAS","Posto de Combustível","SAD69",289454.14,7467885.19,"2014","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs",NA,NA,NA,NA,"2013/11/26 14:32:11.515","1008188"
"475",98,"AUTO POSTO LC DE CAMPINAS - EPP","RUA ARMANDO SALES DE OLIVEIRA 749","TAQUARAL - CAMPINAS","Posto de Combustível","Córrego Alegre",289715.85,7468369.74,"2014","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,NA,NA,NA,"2013/11/26 14:30:38.961","1008188"
"476",57,"AUTO POSTO PARQUE INDUSTRIAL LTDA","RUA PADRE JOSÉ QUADROS 351","PARQUE INDUSTRIAL - CAMPINAS","Posto de Combustível","WGS84",286344.63,7463154.43,"2014","Contaminada sob investigação","S","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#comunicada#",NA,NA,"2013/11/26 14:46:25.493","1008188"
"477",61,"AUTO POSTO PIÇARRÃO LTDA","AV. JORGE TIBIRIÇÃ 1500","JARDIM DAS OLIVEIRAS - CAMPINAS","Posto de Combustível","SAD69",290153.65,7462423.74,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos","monitoramento ambiental","uso água subterrânea#comunicada#|uso água subterrânea#implantada#","sem medida de remediação",NA,"2013/11/26 14:48:08.445","1008188"
"478",15,"AUTO POSTO RENAN LTDA","AV. OROZIMBO MAIA 515","VILA ITAPURA - CAMPINAS","Posto de Combustível","Córrego Alegre",288517.4,7466470.33,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos","ventilação/exaustão de espaços confinados|monitoramento do índice de explosividade|proibição de escavações",NA,"bombeamento e tratamento|extração de vapores do solo (SVE)|air sparging",NA,"2013/11/26 14:56:48.064","1008188"
"479",86,"AUTO POSTO SHOPPING IGUATEMI LTDA","AVENIDA IGUATEMI 777","VILA BRANDINA - CAMPINAS","Posto de Combustível","WGS84",292157.94,7466956.13,"2014","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem|infiltração","solo superficial#dentro#|subsolo#dentro#","combustíveis líquidos|solventes aromáticos","proibição de escavações","uso de solo#comunicada#|uso de solo#implantada#","extração multifásica",NA,"2013/11/26 15:03:56.349","1008188"
"480",129,"AMPHENOL TFC DO BRASIL TDA","RODOVIA GOVERNADOR DR. ADHEMAR PEREIRA DE BARROS SP-340 KM 121,5","FAZENDA MONTE D'ESTE - CAMPINAS","Indústria","SAD69",291827.08,7478427.96,"2014","Contaminada sob investigação","N",NA,"investigação confirmatória|","armazenagem|produção|manutenção|tratamento de efluentes|descarte disposição|infiltração|","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|","metais|fenóis|outros|","fechamento/interdição de poços de abastecimento|",NA,NA,NA,"2013/11/25 16:32:45.877","1008188"
"481",81,"AUTO POSTO DA LAGOA LTDA","AV. HEITOR PENTEADO 120","TAQUARAL - CAMPINAS","Posto de Combustível","Córrego Alegre",288302.36,7468199.36,"2014","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","monitoramento ambiental",NA,NA,NA,"2013/11/26 14:21:06.158","1008188"
"482",21,"AUTO POSTO VÔ JOÃO LTDA","AV. ALBINO JOSÉ DE OLIVEIRA 2151","BARÃO GERALDO - CAMPINAS","Posto de Combustível","WGS84",286387.3,7475029.38,"2014","Em processo de monitoramento para encerramento","S","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,NA,"remoção de solo/resíduo",NA,"2013/11/26 15:12:30.057","1008188"
"483",130,"INGERSOLL-RAND DO BRASIL LTDA","ESTRADA VELHA CAMPINAS-MONTE MOR 2225","VILA BOA VISTA - CAMPINAS","Indústria","Sirgas",282576.8,7466215.1,"2014","Em processo de remediação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|projeto de remediação|remediação com monitoramento da eficiência e eficácia","descarte disposição|produção","águas subterrâneas#dentro#","solventes halogenados",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","oxidação/redução química",NA,"2014/01/09 15:44:15.624","1008188"
"484",84,"MERCEDES BENZ DO BRASIL LTDA","AV. MERCEDES BENZ 679","DISTRITO INDUSTRIAL - CAMPINAS","Indústria","SAD69",281687.66,7455258.53,"2014","Em processo de remediação","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|remediação com monitoramento da eficiência e eficácia","descarte disposição|infiltração","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|metais|solventes halogenados|solventes aromáticos","monitoramento do índice de explosividade|remoção de materiais (produtos, resíduos, etc.)|proibição de escavações","uso água subterrânea#proposta#|edificações#implantada#","bombeamento e tratamento|extração de vapores do solo (SVE)|air sparging|remoção de solo/resíduo|encapsulamento geotécnico|atenuação natural monitorada",NA,"2013/11/26 16:32:00.644","1008188"
"485",77,"NOVA CAMPINAS COMERCIO DE COMBUSTIVEIS LTDA","AV. ENGENHEIRO CARLOS STEVENSON 292","NOVA CAMPINAS","Posto de Combustível","Sirgas",290124.2,7465802.6,"2014","Em processo de monitoramento para encerramento","S","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#comunicada#|uso água subterrânea#implantada#","sem medida de remediação",NA,"2014/01/09 15:45:01.261","1008188"
"486",31,"PASTIFÍCIO SELMI S.A","AV. MIRANDÓPOLIS 860","VILA POMPÉIA - CAMPINAS","Indústria","WGS84",285340.38,7462661.41,"2014","Reabilitada para o uso declarado","S",NA,"investigação confirmatória|investigação detalhada","desconhecida","solo superficial#dentro#|águas subterrâneas#dentro#","metais|PAHs",NA,"uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2013/11/26 16:38:52.253","1008188"
"487",28,"POSTO JOÃO JORGE LTDA","AV. JOÃO JORGE 330","VILA INDUSTRIAL - CAMPINAS","Posto de Combustível","SAD69",288384.25,7464669.42,"2014","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos","monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)",NA,"extração multifásica",NA,"2013/11/26 17:00:40.073","1008188"
"488",145,"PREFEITURA MUNICIPAL DE CAMPINAS - LIXÃO DO JARDIM SATELITE IRIS","AV. JOHN BOYD DUNLOP S/N","JARDIM SATELITE IRIS - CAMPINAS","Resíduo","SAD69",280610.23,7461174.07,"2014","Contaminada com risco confirmado","N",NA,"investigação confirmatória","descarte disposição|infiltração","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","outros inorgânicos|solventes halogenados|microbiológicos","isolamento da área (proibição de acesso à area)|monitoramento ambiental","uso de solo#comunicada#|uso água subterrânea#comunicada#|edificações#comunicada#",NA,NA,"2013/11/28 14:59:34.131","1008188"
