"","id","nome","rua","bairro","atividade","datum","utm_e","utm_n","ano","classif","reutiliza","etapa_gere","etapa_ge_1","fonte_cont","meios_impa","contaminan","med_emerge","med_instit","med_remedi","med_engenh","data_inser","usuario"
"489",96,"AA POSTO DE SERVIÇOS LTDA","RUA ARMANDO STRAZZACAPPA 550","FAZENDA SANTA CANDIDA - CAMPINAS","Posto de Combustível","WGS84",289273.6,7472359.1,"2014","Em processo de remediação","S","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,NA,"extração multifásica",NA,"2013/11/25 16:20:32.749","1008188"
"490",97,"ADERE AUTO-ADESIVOS LTDA","VIA ANHANGUERA KM 102","TRES MARIAS - CAMPINAS","Indústria","SAD69",280994.8,7469731.78,"2014","Em processo de remediação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|projeto de remediação|remediação com monitoramento da eficiência e eficácia","armazenagem|acidentes","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","solventes aromáticos|PAHs","isolamento da área (proibição de acesso à area)|ventilação/exaustão de espaços confinados|monitoramento do índice de explosividade|monitoramento ambiental|remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#proposta#","bombeamento e tratamento|biosparging|oxidação/redução química|remoção de solo/resíduo|biorremediação",NA,"2013/11/25 16:23:44.336","1008188"
"491",83,"ARMANI COMERCIAL LTDA","RUA BUARQUE DE MACEDO 76","VILA NOVA - CAMPINAS","Indústria","WGS84",288545.48,7467525.84,"2014","Reabilitada para o uso declarado","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","armazenagem|infiltração","subsolo#dentro#|águas subterrâneas#dentro#","PCBs|existência de fase livre|TPH|existência de POPs","remoção de materiais (produtos, resíduos, etc.)","uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2013/11/25 16:38:57.905","1008188"
"492",151,"EXPAMBOX INDUSTRIA DE MOBILIARIO LTDA","RODOVIA PROFESSOR ZEFERINO VAZ KM 115","REAL PARQUE","Indústria","WGS84",285157.73,7473891,"2014","Contaminada sob investigação","N",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada","armazenagem|descarte disposição|produção|infiltração|tratamento de efluentes","águas subterrâneas#dentro#","metais",NA,NA,NA,NA,"2016/03/21 16:06:34.834","1300644"
"493",8,"AUTO POSTO LM DE CAMPINAS LTDA","RODOVIA DOM PEDRO I S/N SP 065 - KM 140,9","CEASA - CAMPINAS","Posto de Combustível","SAD69",284703.66,7471865.19,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,NA,"extração multifásica",NA,"2013/11/26 14:34:02.120","1008188"
"494",60,"AUTO POSTO MESQUITA LTDA","AV. JULIO DE MESQUITA 990","CAMBUI - CAMPINAS","Posto de Combustível","WGS84",289084.04,7466402.26,"2014","Contaminada sob investigação","N","investigação confirmatória",NA,"infiltração","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#",NA,NA,"2013/11/26 14:40:31.238","1008188"
"495",56,"AUTO POSTO NENINHA BEMBA LTDA","AV. DAS AMOREIRAS 2030","PARQUE INDUSTRIAL - CAMPINAS","Posto de Combustível","WGS84",286645.73,7463391.85,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos","monitoramento ambiental","uso água subterrânea#comunicada#","biorremediação",NA,"2013/11/26 14:44:21.477","1008188"
"496",74,"AUTO POSTO SANTO ANTONIO DE CAMPINAS LTDA","AV. ENGENHEIRO ANTONIO FRANCISCO DE PAULA SOUZA 1344","VILA GEORGINA - CAMPINAS","Posto de Combustível","WGS84",290596.62,7462595.35,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem|infiltração","águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso água subterrânea#proposta#","extração multifásica",NA,"2013/11/26 15:05:49.039","1008188"
"497",42,"CENTRO AUTOMOTIVO CIDADE UNIVERSITÁRIA LTDA","AV. DOUTOR ROMEU TORTIMA 1541","BARÃO GERALDO - CAMPINAS","Posto de Combustível","SAD69",287534.3,7474633.65,"2014","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#","solventes aromáticos","monitoramento ambiental",NA,"sem medida de remediação",NA,"2013/11/26 15:29:24.693","1008188"
"498",23,"CENTRO COMERCIAL COMBUSTIVEIS DE CAMPINAS LTDA","AV. ABELARDO POMPEU DO AMARAL 316","VILA INDUSTRIAL - CAMPINAS","Posto de Combustível","WGS84",286300,7464715,"2014","Em processo de remediação","S","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","solo superficial#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,"uso água superficial#proposta#","extração multifásica",NA,"2013/11/26 15:30:53.400","1008188"
"499",146,"CONCREX ENGENHARIA DE CONCRETO LTDA","RUA VITOR MEIRELLES 340","JARDIM SAMAMBAIA - CAMPINAS","Indústria","WGS84",292919.9,7462459.79,"2014","Em processo de monitoramento para encerramento","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|concepção da remediação|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento","manutenção","subsolo#dentro#|águas subterrâneas#dentro#","metais|TPH",NA,NA,"remoção de solo/resíduo",NA,"2013/11/26 15:48:19.405","1008188"
"500",35,"POSTO DE SERVIÇOS JARDIM BONFIM LTDA (ANTIGO POSTO TERNI LTDA)","AV. BARÃO DE MONTE ALEGRE 72","VILA TEIXEIRA - CAMPINAS","Posto de Combustível","SAD69",286304.07,7465414.48,"2014","Em processo de monitoramento para encerramento","S","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos",NA,"uso de solo#comunicada#|uso água subterrânea#proposta#|uso água subterrânea#comunicada#|uso água subterrânea#implantada#","oxidação/redução química",NA,"2013/11/28 14:53:03.185","1008188"
"501",94,"2 IRMÃOS PRODUTOS DE PETRÓLEO LTDA","RUA DR. ELTON CÉZAR 919","AMARAIS - CAMPINAS","Posto de Combustível","SAD69",284388.86,7471367.95,"2014","Contaminada sob investigação","S","investigação confirmatória",NA,"armazenagem|manutenção","subsolo#dentro#","combustíveis líquidos|solventes aromáticos",NA,"trabalhadores de obras#proposta#|trabalhadores de obras#comunicada#|trabalhadores de obras#implantada#",NA,NA,"2013/11/25 16:17:16.421","1008188"
"502",152,"TECNOCROM METALÚRGICA LTDA","RUA DRAUSIO MARCONDES DE SOUZA 40","JARDIM SÃO JOSÉ","Indústria","WGS84",285152.71,7459040.42,"2014","Contaminada com risco confirmado","N",NA,"investigação confirmatória","produção","águas subterrâneas#dentro#","metais",NA,"uso água subterrânea#proposta#","sem medida de remediação",NA,"2016/02/12 16:05:17.111","632406"
"503",153,"CATI","Av. Brasil 2340","Jardim Chapadão","Posto de Combustível","SAD69",287248.83,7468669.1,"2014","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","águas subterrâneas#dentro#","solventes aromáticos",NA,"uso água subterrânea#comunicada#",NA,NA,"2016/03/21 15:46:14.375","632406"
"504",154,"FRESENIUS KABI BRASIL LTDA","RUA FRANCISCO PEREIRA COUTINHO 347","PARQUE SÃO QUIRINO","Indústria","WGS84",290105.07,7469840.95,"2014","Contaminada sob investigação","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|projeto de remediação","produção","águas subterrâneas#dentro#","metais|solventes halogenados|solventes aromáticos",NA,"uso água subterrânea#proposta#","oxidação/redução química",NA,"2016/03/21 16:14:52.976","1300644"
"505",155,"REPSOL YPF BRASIL S.A","RUA PEDRO GIANFRANCISCO 60","PARQUE VIA NORTE - CAMPINAS","Indústria","WGS84",283197.95,7467017.08,"2014","Contaminada sob investigação","N",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco","descarte disposição|produção","subsolo#dentro#|águas subterrâneas#dentro#","metais|TPH",NA,"uso água subterrânea#proposta#",NA,NA,"2013/11/28 15:01:08.040","1008188"
"506",156,"PAULO DE TARSO AYRES MONTEIRO","RUA GENERAL MARCONDES SALGADO 850","BOSQUE","Posto de Combustível","SAD69",290079.69,7465467.29,"2014","Reabilitada para o uso declarado","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento",NA,"armazenagem","águas subterrâneas#dentro#","solventes aromáticos|existência de fase livre",NA,"uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2016/03/21 16:21:51.386","1300644"
"507",157,"PIRELLI PNEUS LTDA","AVENIDA JOHN BOYD DUNLOP 6800","CAMPO GRANDE - CAMPINAS","Indústria","SAD69",279495.61,7461224.17,"2014","Reabilitada para o uso declarado","N",NA,"investigação confirmatória|investigação detalhada|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento","produção","solo superficial#dentro#","TPH",NA,NA,"remoção de solo/resíduo",NA,"2016/03/21 16:24:23.986","1300644"
"508",158,"SPE NORTE SUL EMPREENDIMENTOS IMOBILIARIOS","AVENIDA JOSE DE SOUZA CAMPOS 1771","CAMBUI - CAMPINAS","Posto de Combustível","WGS84",290064.4,7467154.11,"2014","Em processo de reutilizacao","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","combustíveis líquidos|solventes aromáticos|PAHs|existência de fase livre",NA,"uso água subterrânea#proposta#","oxidação/redução química",NA,"2016/03/21 16:29:26.894","1300644"
"509",159,"LIVING APIAI EMPREENDIMENTOS IMOBILIARIOS LTDA","AVENIDA CARLOS DE ESQUINA DR PEDRO TORTIMA S/N","VILA TEIXEIRA - CAMPINAS","Indústria","SAD69",286178.66,7464627.76,"2014","Em processo de reutilizacao","S",NA,"avaliação preliminar|investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação|remediação com monitoramento da eficiência e eficácia|monitoramento para encerramento","produção","subsolo#dentro#|águas subterrâneas#dentro#","metais",NA,"uso água subterrânea#proposta#","remoção de solo/resíduo",NA,"2016/03/21 16:18:29.349","1300644"
"510",131,"JOÃO BATISTA LORO","FINAL DA RUA ARMANDO DOS SANTOS S/N SÍTIO SÃO JOÃO","JARDIM MARIA ROSA - CAMPINAS","Resíduo","SAD69",284109.06,7458122.01,"2014","Em processo de remediação","N",NA,"investigação confirmatória","descarte disposição","subsolo#dentro#","metais","isolamento da área (proibição de acesso à area)","uso de solo#comunicada#","remoção de solo/resíduo",NA,"2013/11/26 16:24:12.414","1008188"
"511",160,"AUTO POSTO BABALU LTDA","AV. ANDRADE NEVES 1843","CASTELO - CAMPINAS","Posto de Combustível","WGS84",287123.11,7466775.3,"2014","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","monitoramento ambiental",NA,NA,NA,"2013/11/25 16:46:47.968","1008188"
"512",132,"AUTO POSTO PORTAL MIRANDÓPOLIS TDA","AVENIDA DAS AMOREIRAS 2980","JARDIM DO LAGO - CAMPINAS","Posto de Combustível","WGS84",286052.92,7462695.23,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção",NA,"armazenagem","águas subterrâneas#dentro#","combustíveis líquidos|PAHs|TPH",NA,"uso água subterrânea#comunicada#|uso água subterrânea#implantada#","bombeamento e tratamento",NA,"2013/11/26 14:51:04.878","1008188"
"513",1,"AUTO POSTO PRINCESA D'OESTE LTDA","AV. PRINCESA D'OESTE 1579","JARDIM PROENÇA","Posto de Combustível","WGS84",290247.19,7465000,"2014","Em processo de remediação","N","investigação confirmatória|",NA,"armazenagem|","águas subterrâneas#dentro#|","combustíveis líquidos|solventes aromáticos|",NA,"uso água subterrânea#proposta#|","extração multifásica|",NA,"2013/11/26 14:53:01.367","1008188"
"514",133,"CONCIMA S/A CONSTRUÇÕES CIVIS","RUA HERMANTINO COELHO 908","MANSÕES SANTO ANTÔNIO - CAMPINAS","Indústria","SAD69",289554.29,7471462.24,"2014","Em processo de remediação","S",NA,"investigação confirmatória|investigação detalhada|avaliação de risco/gerenciamento de risco|concepção da remediação","armazenagem|descarte disposição|produção|infiltração|acidentes","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#|águas subterrâneas#fora#","solventes halogenados","isolamento da área (proibição de acesso à area)|monitoramento do índice de explosividade|monitoramento ambiental|proibição de escavações","uso de solo#implantada#|uso água subterrânea#implantada#|edificações#implantada#","extração de vapores do solo (SVE)",NA,"2013/11/26 15:46:22.772","1008188"
"515",123,"GOLD NORUEGA EMPREENDIMENTOS IMOBILIARIOSSPE LTDA","AV. ENGENHEIRO AUGUSTO DE FIGUEIREDO 585","VILA PROGRESSO - CAMPINAS","Indústria","WGS84",291233.99,7462973.09,"2014","Reabilitada para o uso declarado","S",NA,"investigação confirmatória|monitoramento para encerramento","desconhecida","águas subterrâneas#dentro#","metais",NA,"uso água subterrânea#proposta#","sem medida de remediação",NA,"2013/11/26 16:04:39.228","1008188"
"516",134,"GOLDFARB 30 EMPREENDIMENTO IMOBILIARIO","RUA ROSA ZERLOTI 255","JARDIM NOÊMIA - CAMPINAS","Indústria","WGS84",286586.35,7459771.5,"2014","Contaminada com risco confirmado","S",NA,"avaliação preliminar|investigação confirmatória","armazenagem|produção","subsolo#dentro#","TPH|outros",NA,"uso água subterrânea#proposta#",NA,NA,"2013/11/26 16:09:28.995","1008188"
"517",135,"PETROBRAS DISTRIBUIDORA SA","AV. DAS AMOREIRAS 2875","JARDIM DO LAGO","Posto de Combustível","Sirgas",286183.99,7462729.19,"2014","Contaminada sob investigação","N","investigação confirmatória",NA,"armazenagem|infiltração","solo superficial#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos","isolamento da área (proibição de acesso à area)","uso água subterrânea#comunicada#",NA,NA,"2014/01/09 15:55:01.716","1008188"
"518",136,"POSTO AVENIDA SOUSAS LTDA","DOUTOR ANTONIO CARLOS COUTO DE BARROS 111","VILA BOURBON - CAMPINAS","Posto de Combustível","WGS84",297460.06,7467797.56,"2014","Em processo de monitoramento para encerramento","N","investigação confirmatória|investigação detalhada e plano de intervenção|monitoramento para encerramento",NA,"armazenagem|descarte disposição|desconhecida","solo superficial#dentro#|subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|PAHs","isolamento da área (proibição de acesso à area)","uso água subterrânea#proposta#","sem medida de remediação",NA,"2013/11/26 16:47:23.586","1008188"
"519",127,"POSTO KADAR COMÉRCIO DE COMBUSTIVEIS LTDA","AV. DOUTOR ANTONIO CARLOS COUTO DE BARROS 2111","JARDIM SOUSAS - CAMPINAS","Posto de Combustível","WGS84",296590.28,7467352.18,"2014","Em processo de remediação","N","investigação confirmatória|investigação detalhada e plano de intervenção|remediação com monitoramento da eficiência e eficácia",NA,"armazenagem","subsolo#dentro#|águas subterrâneas#dentro#","combustíveis líquidos|solventes aromáticos|existência de fase livre",NA,"uso água subterrânea#proposta#|uso água subterrânea#comunicada#","extração multifásica",NA,"2013/11/26 17:04:05.205","1008188"
